1 142 /*Prelude Start*/ /*Offset:142 BPM:100*/
2 157
3 172
4 187
5 202
6 217
1 232
3 232
4 232
6 232
1 262
3 262
4 262
6 262
1 292
3 292
4 292
6 292
6 322
5 337
4 352
3 367
2 382
1 397
2 412
3 412
4 412
5 412
2 442
3 442
4 442
5 442
2 472
3 472
4 472
5 472
1 502
4 517
2 532
5 547
3 562
6 577
1 592
4 592
6 592
1 622
4 622
6 622
1 652
4 652
6 652
1 682
6 697
2 712
5 727
3 742
4 757
2 772
3 772
5 772
2 802
3 802
5 802
2 832
3 832
5 832
1 862
3 877
1 892
3 907
1 922
3 937
4 952
5 952
6 952
4 982
5 982
6 982
4 1012
5 1012
6 1012
4 1042
6 1057
4 1072
6 1087
4 1102
6 1117
1 1132
2 1132
3 1132
1 1162
2 1162
3 1162
1 1192
2 1192
3 1192
1 1222
4 1222
3 1237
6 1237
2 1252
5 1252
3 1267
6 1267
1 1282
4 1282
2 1297
5 1297
1 1312
3 1312
4 1312
6 1312
1 1342
3 1342
4 1342
6 1342
1 1372
3 1372
4 1372
6 1372
1 1402
2 1402
3 1402
4 1402
5 1402
6 1402 /*Prelude End*/
1 1914 /*Phrase 1 Variation 1 Start*/ /*Offset:1914 BPM:200*/
2 1914
3 1914
4 1914
1 1929
2 1929
3 1929
5 1929
1 1944
2 1944
3 1944
6 1944
4 1951
1 1959
2 1959
3 1959
5 1966
1 1974
2 1974
3 1974
5 1981
1 1989
2 1989
3 1989
4 1989
1 2004
2 2004
3 2004
4 2004
5 2004
1 2019
2 2019
3 2019
4 2019
6 2019
1 2034
2 2034
3 2034
6 2034
1 2049
2 2049
3 2049
5 2049
1 2064
2 2064
3 2064
4 2064
6 2071
1 2079
2 2079
3 2079
5 2086
1 2094
2 2094
3 2094
5 2101
1 2109
2 2109
3 2109
6 2109
1 2124
2 2124
3 2124
5 2124
6 2124
3 2139
4 2139
6 2139
2 2144
1 2149 /*Phrase 1 Variation 1 End*/
1 2154 /*Phrase 1 Variation 2 Start*/
4 2154
5 2154
6 2154
2 2169
4 2169
5 2169
6 2169
3 2184
4 2184
5 2184
6 2184
1 2191
4 2199
5 2199
6 2199
2 2206
4 2214
5 2214
6 2214
2 2221
1 2229
4 2229
5 2229
6 2229
1 2244
2 2244
4 2244
5 2244
6 2244
1 2259
3 2259
4 2259
5 2259
6 2259
3 2274
4 2274
5 2274
6 2274
2 2289
4 2289
5 2289
6 2289
1 2304
4 2304
5 2304
6 2304
3 2311
4 2319
5 2319
6 2319
2 2326
4 2334
5 2334
6 2334
2 2341
3 2349
4 2349
5 2349
6 2349
2 2364
3 2364
4 2364
5 2364
6 2364
1 2379
3 2379
6 2379
5 2384
4 2389 /*Phrase 1 Variation 2 End*/
1 2394 /*Phrase 2 Variation 1 Start*/
4 2394
3 2401
1 2409
5 2409
3 2416
1 2424
6 2424
3 2431
4 2431
1 2439
3 2446
5 2446
1 2454
3 2461
5 2461
1 2469
4 2469
3 2476
1 2484
4 2484
5 2484
3 2491
1 2499
4 2499
6 2499
3 2506
1 2514
6 2514
3 2521
1 2529
5 2529
3 2536
1 2544
4 2544
3 2551
6 2551
1 2559
3 2566
5 2566
1 2574
5 2581
3 2589
1 2589
6 2589
3 2586
1 2604
5 2604
6 2604
3 2611
3 2619
4 2619
6 2619
2 2624
1 2629 /*Phrase 2 Variation 1 End*/
1 2634 /*Phrase 2 Variation 2 Start*/
4 2634
6 2641
2 2649
4 2649
6 2656
3 2664
4 2664
1 2671
6 2671
4 2679
2 2686
6 2686
4 2694
2 2701
6 2701
1 2709
4 2709
6 2716
1 2724
2 2724
4 2724
6 2731
1 2739
3 2739
4 2739
6 2746
3 2754
4 2754
6 2761
2 2769
4 2769
6 2776
1 2784
4 2784
3 2791
6 2791
4 2799
2 2806
6 2806
4 2814
2 2821
6 2821
3 2829
4 2829
6 2836
2 2844
3 2844
4 2844
1 2851
3 2851
6 2851
6 2859
5 2864
4 2869 /*Phrase 2 Variation 2 End*/
1 2874 /*Phrase 3 Variation 1 Start*/
2 2874
4 2874
6 2874
3 2881
1 2889
2 2889
3 2896
1 2904
2 2904
4 2904
3 2911
6 2911
1 2919
2 2919
3 2926
5 2926
1 2934
2 2934
3 2941
1 2949
2 2949
3 2956
1 2964
2 2964
4 2964
3 2971
1 2979
2 2979
5 2979
3 2986
4 2986
1 2994
2 2994
3 3001
4 3001
1 3009
2 3009
3 3016
1 3024
2 3024
5 3024
3 3031
1 3039
2 3039
6 3039
3 3046
5 3046
1 3054
2 3054
3 3061
1 3069
2 3069
4 3069
3 3076
1 3084
2 3084
5 3084
3 3091
1 3099
2 3099
4 3099
3 3106
1 3114
2 3114
6 3114
3 3121
1 3129
2 3129
5 3129
3 3136
1 3144
2 3144
5 3144
3 3151
6 3151
1 3159
2 3159
3 3166
5 3166
1 3174
2 3174
3 3181
1 3189
2 3189
6 3189
3 3196
5 3200
1 3204
2 3204
5 3204
3 3211
1 3219
2 3219
4 3219
3 3226
4 3226
1 3234
2 3234
3 3241
1 3249
2 3249
5 3249
3 3256
1 3264
2 3264
4 3264
3 3271
5 3271
1 3279
2 3279
3 3286
4 3286
1 3294
2 3294
3 3301
1 3309
2 3309
3 3316
1 3324
2 3324
4 3324
3 3331
6 3331
1 3339
2 3339
4 3339
3 3346
6 3346 /*Phrase 3 Variation 1 End*/
5 3354 /*Phrase 4 Variation 1 Start*/
6 3354
4 3361
5 3369
6 3369
4 3376
1 3384
5 3384
6 3384
3 3391
4 3391
5 3399
6 3399
2 3406
4 3406
5 3414
6 3414
4 3421
5 3429
6 3429
4 3436
1 3444
5 3444
6 3444
4 3451
2 3459
5 3459
6 3459
1 3466
4 3466
5 3474
6 3474
1 3481
4 3481
5 3489
6 3489
4 3496
2 3504
5 3504
6 3504
4 3511
3 3519
5 3519
6 3519
2 3526
4 3526
5 3534
6 3534
4 3541
1 3549
5 3549
6 3549
4 3556
2 3564
5 3564
6 3564
3 3571
4 3571
1 3579
5 3579
6 3579
3 3586
4 3586
3 3594
5 3594
6 3594
4 3601
2 3609
5 3609
6 3609
4 3616
2 3624
5 3624
6 3624
3 3631
4 3631
5 3639
6 3639
2 3646
4 3646
5 3654
6 3654
4 3661
3 3669
5 3669
6 3669
4 3676
2 3680
2 3684
5 3684
6 3684
4 3691
