1 323 /*Phrase 1 Variation 1 Start*/ /*Offset:323 BPM:122*/ /*Offset 5557 BPM:126*/
2 335
3 348
5 348
6 348
1 360
2 372
3 384
6 421
5 434
1 446
2 446
4 446
4 458
5 471
6 482
6 520
5 532
1 544
4 544
2 557
3 569
5 581
1 593
6 593
2 606
3 618
4 630
2 643
5 643
3 655
4 667
6 680
4 716
5 729
1 741
6 741
2 753
5 753
3 766
4 766
2 778
5 778
3 815
2 827
1 839
4 839
3 852
6 852
2 864
5 864
3 876
6 876
1 889
4 889
2 907
5 907
3 925
6 925
1 938
2 938
5 938
6 938
3 950
4 962
1 975
2 987
3 999
4 1012
5 1024
1 1036
6 1036
2 1048
5 1061
3 1073
4 1085
1 1098
2 1110
3 1122
4 1134
5 1137
6 1140 /*Phrase 1 Variation 1 End*/
1 1208 /*Phrase 2 Variation 1 Start*/
4 1208
2 1221
5 1221
3 1234
6 1234
1 1245
2 1257
5 1257
3 1270
4 1270
1 1319
2 1319
4 1319
5 1319
1 1331
2 1331
4 1331
5 1331
2 1356
3 1356
5 1356
6 1356
2 1368
3 1368
5 1368
6 1368
1 1405
3 1417
2 1430
5 1430
1 1454
4 1454
2 1466
5 1466
2 1479
5 1479
1 1503
4 1503
3 1516
6 1516
2 1528
5 1540
2 1553
5 1565
4 1602
5 1614
1 1626
6 1626
3 1639
2 1651
4 1651
3 1663
5 1663
2 1700
3 1700
4 1700
5 1700
2 1712
3 1712
4 1712
5 1712
1 1749
2 1749
5 1749
6 1749
1 1762
2 1762
5 1762
6 1762
1 1798
6 1798
2 1811
5 1811
3 1823
4 1835
2 1848
5 1848
2 1860
5 1860
1 1872
4 1884
3 1897
4 1897
1 1909
6 1909
3 1921
4 1934
5 1946
2 1958 /*Phrase 2 Variation 1 End*/
6 1995
5 2007
4 2020
1 2032
2 2044
2 2057
1 2069
6 2093
5 2106
4 2118
2 2130
3 2143
3 2155
2 2168
6 2192
5 2204
3 2217
4 2229
1 2241
1 2254
4 2266
6 2291
5 2303
3 2316
4 2328
2 2341
5 2353
1 2365
2 2371
3 2377
4 2384
2 2390
3 2396
4 2402
5 2408
1 2414
6 2414
3 2426
3 2438
1 2451
6 2451
4 2463
4 2475
2 2488
6 2488
2 2500
6 2500
1 2512
4 2512
2 2537
5 2537
2 2561
5 2561
3 2586
6 2586
1 2612
6 2612
1 2624
2 2637
3 2649
4 2661
5 2674
5 2686
6 2686
4 2698
6 2698
1 2711
2 2711
3 2711
4 2711
5 2711
6 2711
